county,WY,n_parcels,n_years,late_cuts_removed,cut_cap_k,area_acres,area_acres_unique,baseline_late_et_total_acft,water_saved_total_acft,scenario_late_et_total_acft,baseline_late_et_total_mm_area_weighted,water_saved_total_mm_area_weighted,scenario_late_et_total_mm_area_weighted,mean_saved_mm_per_cut,mean_saved_acft_per_acre_per_cut,water_saved_acft_per_acre,water_saved_mm_per_acre,water_saved_acft_per_parcel,water_saved_acft_per_cut_removed,water_saved_acft_per_acre_per_cut_removed,water_saved_pct_of_baseline_late_et,water_saved
Fresno,2021,131.0,1.0,239.0,1,5977.547201327037,5977.547201327037,8935.280481112844,5118.670481348761,3816.609999764083,455.6172287587414,261.00517656619076,194.61205219255066,137.7035884615385,0.4517834267110841,0.8563161960833028,261.0051765661907,39.073820468311155,21.41703130271448,0.4517834267110841,0.5728606384733494,0.8563161960833028
Fresno,2022,131.0,1.0,206.0,1,5977.547201327037,5977.547201327037,9061.111836423179,5098.252056986485,3962.859779436694,462.03347204496333,259.96402447888636,202.06944756607697,156.0604251968504,0.512009269018538,0.8529003427784985,259.96402447888636,38.91795463348461,24.748796393138274,0.512009269018538,0.5626519293684151,0.8529003427784985
Fresno,2023,131.0,1.0,185.0,1,5977.547201327037,5977.547201327037,6630.114522447555,3488.5136996607116,3141.6008227868433,338.0749391645752,177.88215464371885,160.19278452085635,142.40046330275229,0.46719312107202204,0.5836028695660067,177.88215464371885,26.629875569929098,18.85683080897682,0.46719312107202204,0.5261619068342882,0.5836028695660067
Fresno,2024,129.0,1.0,161.0,1,5918.424682018676,5918.424682018676,6442.3336597988,3393.8232388724405,3048.5104209263595,331.78141228569547,174.78254413731773,156.99886814837774,154.07902805280528,0.5055086222204898,0.573433543757604,174.7825441373177,26.308707278080934,21.079647446412675,0.5055086222204898,0.5268002897848095,0.573433543757604
Imperial,2019,167.0,1.0,298.0,1,8626.940327464219,8626.940327464219,12756.322400388175,7115.2144521900045,5641.107948198171,450.69595013429074,251.38893775853683,199.3070123757539,142.95229878048784,0.4690036049228603,0.8247668561631784,251.38893775853677,42.606074564012005,23.87655856439599,0.4690036049228603,0.557779446839121,0.8247668561631784
Imperial,2020,167.0,1.0,236.0,1,8626.940327464219,8626.940327464219,10701.40927025487,5409.452680896308,5291.956589358561,378.09344005656834,191.12235793357334,186.971082122995,132.77788657407407,0.4356229874477496,0.6270418567374453,191.12235793357334,32.39193222093598,22.921409664814867,0.4356229874477496,0.5054897485261279,0.6270418567374453
Imperial,2021,167.0,1.0,248.0,1,8626.940327464219,8626.940327464219,11427.262095497672,5470.671146138731,5956.590949358941,403.7386784303263,193.2852786792388,210.4533997510875,141.6323397027601,0.46467303052086634,0.6341380534095762,193.28527867923881,32.75850985711815,22.059157847333594,0.46467303052086634,0.47873857275875115,0.6341380534095762
Imperial,2022,167.0,1.0,271.0,1,8626.940327464219,8626.940327464219,11417.1070277697,5572.739031516308,5844.3679962533915,403.3798878828095,196.89145772791548,206.48843015489402,126.54948513800424,0.4151885995341347,0.6459693495010351,196.8914577279155,33.36969479949885,20.563612662421804,0.4151885995341347,0.4881042997986967,0.6459693495010351
Imperial,2023,167.0,1.0,223.0,1,8626.940327464219,8626.940327464219,11008.195880683,4915.490207670411,6092.70567301259,388.932573666987,173.67007982288092,215.2624938441061,133.70238513513513,0.438656119209761,0.5697837264530213,173.67007982288092,29.43407309982282,22.04255698506911,0.438656119209761,0.44653004551781567,0.5697837264530213
Imperial,2024,159.0,1.0,140.0,1,8304.853275060254,8304.853275060254,7528.118361366174,2874.808013858915,4653.310347507259,276.2927171073666,105.50956815282689,170.78314895453974,118.93104545454547,0.3901937186828919,0.3461600005014005,105.50956815282687,18.080553546282484,20.534342956135106,0.3901937186828919,0.3818760380565012,0.3461600005014005
Kern,2019,175.0,1.0,342.0,1,9432.954811412124,9432.954811412124,13988.618055017558,8293.646103938383,5694.971951079175,452.00373249016627,267.986371504942,184.0173609852243,133.95159152215803,0.43947372546639757,0.8792203789532216,267.9863715049419,47.392263451076474,24.250427204498195,0.43947372546639757,0.5928853065627556,0.8792203789532216
Kern,2020,175.0,1.0,306.0,1,9432.954811412124,9432.954811412124,12703.129413037255,7448.445445932228,5254.6839671050275,410.46670131499604,240.67603601509023,169.7906652999058,128.8813611111111,0.42283911125692625,0.7896195407319233,240.67603601509023,42.562545405327015,24.341324986706628,0.42283911125692625,0.5863472852829373,0.7896195407319233
Kern,2021,175.0,1.0,276.0,1,9432.954811412124,9432.954811412124,11151.14944165737,6270.803495425552,4880.345946231818,360.31873551489554,202.62377416388557,157.69496135100997,130.84060707070708,0.42926708356531185,0.6647761619550052,202.6237741638856,35.83316283100315,22.720302519657796,0.42926708356531185,0.562345929290455,0.6647761619550052
Kern,2022,175.0,1.0,318.0,1,9432.954811412124,9432.954811412124,13776.35384045403,7782.749076989396,5993.604763464635,445.1449979904853,251.47813872663406,193.66685926385125,140.17187835249044,0.459881490657777,0.8250595102579855,251.478138726634,44.47285186851083,24.474053701224516,0.459881490657777,0.5649353353668577,0.8250595102579855
Kern,2023,175.0,1.0,248.0,1,9432.954811412124,9432.954811412124,11594.923638288266,6237.684985916047,5357.23865237222,374.6580785773106,201.55364058429032,173.1044379930203,139.6164658119658,0.45805927103663324,0.6612652250140757,201.5536405842903,35.64391420523455,25.151955588371155,0.45805927103663324,0.5379668879679576,0.6612652250140757
Kern,2024,175.0,1.0,222.0,1,9432.954811412124,9432.954811412124,11020.701751152319,5383.287677749424,5637.414073402895,356.10367704585286,173.94614062954378,182.15753641630909,127.5437958937198,0.4184507739295269,0.5706894377609701,173.9461406295437,30.76164387285385,24.249043593465874,0.4184507739295269,0.488470498458644,0.5706894377609701
Kings,2019,65.0,1.0,148.0,1,2613.6014876085046,2613.6014876085046,4431.345751941694,2876.698999729766,1554.6467522119283,516.7865841810953,335.4826125079757,181.30397167311963,145.89141025641024,0.47864635910895753,1.1006647391993951,335.48261250797566,44.25690768815025,19.4371554035795,0.47864635910895753,0.6491705140519165,1.1006647391993951
Kings,2020,65.0,1.0,108.0,1,2613.6014876085046,2613.6014876085046,3733.0090510968967,2174.468163234155,1558.5408878627418,435.34607864623706,253.58797019978158,181.75810844645548,147.87163020833333,0.4851431437281277,0.8319815295268426,253.58797019978164,33.453356357448534,20.13396447439032,0.4851431437281277,0.5824974259291483,0.8319815295268426
Kings,2021,65.0,1.0,108.0,1,2613.6014876085046,2613.6014876085046,3508.650523010257,1993.9147409428276,1514.7357820674295,409.1812330548073,232.53170612306025,176.64952693174706,139.98676923076926,0.45927417726630326,0.7628992983040034,232.53170612306025,30.675611399120424,18.462173527248403,0.45927417726630326,0.5682853643776817,0.7628992983040034
Kings,2022,65.0,1.0,102.0,1,2613.6014876085046,2613.6014876085046,3716.6441010618933,2180.534537528403,1536.1095635334905,433.43758693687823,254.29543493518727,179.14215200169096,144.8126875,0.4751072424540682,0.8343026080550764,254.2954349351873,33.54668519274466,21.377789583611793,0.4751072424540682,0.5866944690521743,0.8343026080550764
Kings,2023,65.0,1.0,105.0,1,2613.6014876085046,2613.6014876085046,3290.584890068275,1754.1496804740111,1536.4352095942638,383.7502692158885,204.57014014699968,179.18012906888885,142.63791129032256,0.46797214990263314,0.6711618771227023,204.57014014699965,26.986918161138632,16.70618743308582,0.46797214990263314,0.5330814244508413,0.6711618771227023
Kings,2024,65.0,1.0,82.0,1,2613.6014876085046,2613.6014876085046,3086.1883900802145,1559.5735365364512,1526.6148535437633,359.91340904736796,181.8785366438064,178.03487240356156,146.96483333333333,0.4821680883639544,0.5967143590676063,181.8785366438064,23.993439023637713,19.01918946995672,0.4821680883639544,0.5053397069178643,0.5967143590676063
Madera,2019,29.0,1.0,56.0,1,1678.2877464480287,1678.2877464480287,2582.789151641935,1571.154873588012,1011.634278053923,469.06982136203067,285.3432055874548,183.72661577457586,150.39936781609197,0.4934362461157871,0.9361653726622532,285.3432055874548,54.177754261655586,28.056337028357355,0.4934362461157871,0.6083171259214848,0.9361653726622532
Madera,2020,29.0,1.0,50.0,1,1678.2877464480287,1678.2877464480287,2390.5720499814743,1312.7902324809409,1077.7818175005334,434.16056774321294,238.42065444799567,195.73991329521726,141.0900287356322,0.46289379506441003,0.7822199949081222,238.42065444799567,45.26862870623934,26.255804649618817,0.46289379506441003,0.5491531754883164,0.7822199949081222
Madera,2021,29.0,1.0,49.0,1,1678.2877464480287,1678.2877464480287,2520.858037256986,1367.370116082401,1153.487921174585,457.822284278784,248.33310751626945,209.48917676251457,154.94804761904763,0.5083597362829647,0.81474116639196,248.33310751626942,47.15069365801383,27.905512573110222,0.5083597362829647,0.5424224989560592,0.81474116639196
Madera,2022,29.0,1.0,46.0,1,1678.2877464480287,1678.2877464480287,2451.695416477148,1383.9160801441622,1067.7793363329856,445.26140676638465,251.33808080329868,193.92332596308597,156.94421428571428,0.5149088395200601,0.8246000026354943,251.33808080329865,47.721244142902144,30.085132177047004,0.5149088395200601,0.5644730870087923,0.8246000026354943
Madera,2023,29.0,1.0,43.0,1,1678.2877464480287,1678.2877464480287,2226.923812384922,1261.5603596500262,965.3634527348956,404.43981042671777,229.11660913639128,175.3232012903265,165.57501515151515,0.5432251153264931,0.7516949118648009,229.1166091363913,43.50208136724228,29.338613015116888,0.5432251153264931,0.5665036013508515,0.7516949118648009
Madera,2024,29.0,1.0,29.0,1,1678.2877464480287,1678.2877464480287,1801.0429187498412,856.7202649974801,944.3226537523611,327.094017576414,155.59211304729516,171.50190452911883,155.3437549019608,0.5096579885234933,0.5104728118349579,155.59211304729516,29.54207810336138,29.54207810336138,0.5096579885234933,0.4756800940602547,0.5104728118349579
Merced,2019,149.0,1.0,313.0,1,5678.434028895005,5678.434028895005,8513.065283520304,5486.701279336113,3026.364004184191,456.9538512225915,294.508405210279,162.44544601231246,140.37592058165546,0.46055092054348906,0.9662349252305741,294.50840521027897,36.82349851903432,17.52939705858183,0.46055092054348906,0.6445036067040784,0.9662349252305741
Merced,2020,149.0,1.0,291.0,1,5678.434028895005,5678.434028895005,8258.883933722345,5119.54064633297,3139.3432873893753,443.3102172516437,274.8004081868223,168.50980906482135,135.58966107382548,0.4448479694023146,0.9015761423452174,274.80040818682227,34.35933319686557,17.59292318327481,0.4448479694023146,0.6198828664281218,0.9015761423452174
Merced,2021,149.0,1.0,275.0,1,5678.434028895005,5678.434028895005,8016.624542292902,4787.036297660145,3229.588244632758,430.30651550359977,256.9526485827191,173.35386692088065,142.6486476510067,0.4680073741830929,0.8430205005994721,256.9526485827191,32.12776038698084,17.407404718764163,0.4680073741830929,0.5971386426301267,0.8430205005994721
Merced,2022,149.0,1.0,265.0,1,5678.434028895005,5678.434028895005,8189.839450640842,4769.38358987897,3420.455860761872,439.60413238103405,256.0051082389689,183.59902414206516,148.79184126984129,0.48816220889055534,0.8399117724375621,256.00510823896894,32.0092858381139,17.997673924071584,0.48816220889055534,0.5823537346029138,0.8399117724375621
Merced,2023,149.0,1.0,185.0,1,5678.434028895005,5678.434028895005,5271.455187472397,2777.4769008204094,2493.978286651987,282.95469014267127,149.08599009202544,133.86870005064583,146.52750750750752,0.4807332923474654,0.48912726408144824,149.08599009202544,18.640784569264493,15.013388653083293,0.4807332923474654,0.5268899766844415,0.48912726408144824
Merced,2024,144.0,1.0,153.0,1,5476.592329604358,5476.592329604358,6087.171497691319,2809.6895240764893,3277.4819736148297,338.78181190644705,156.37340072022155,182.4084111862255,153.04360243055555,0.5021115565306941,0.5130360916017767,156.37340072022153,19.51173280608673,18.363983817493395,0.5021115565306941,0.46157554869977296,0.5130360916017767
Riverside,2019,390.0,1.0,696.0,1,13377.404351573776,13377.404351573776,18778.50526287885,10811.409963871902,7967.095299006949,427.8624054188894,246.33461547422542,181.527789944664,143.9894616079494,0.47240637010482084,0.8081844339705557,246.3346154742254,27.721564009927953,15.533635005563077,0.47240637010482084,0.5757332552577431,0.8081844339705557
Riverside,2020,390.0,1.0,705.0,1,13377.404351573776,13377.404351573776,19606.94264523747,11046.758569895539,8560.18407534193,446.7380936695178,251.69696030815174,195.04113336136606,136.4214343832021,0.4475768844593244,0.8257774288325187,251.69696030815172,28.325021974091126,15.66916109205041,0.4475768844593244,0.5634105617470554,0.8257774288325187
Riverside,2021,390.0,1.0,668.0,1,13377.404351573776,13377.404351573776,19332.744012447103,10641.682974987134,8691.06103745997,440.4905630516165,242.46743878938588,198.02312426223062,142.2191757340242,0.4665983455840689,0.7954968464218696,242.46743878938585,27.286366602531114,15.930663136208285,0.4665983455840689,0.5504486568557284,0.7954968464218696
Riverside,2022,390.0,1.0,696.0,1,13377.404351573776,13377.404351573776,19687.811688229165,11066.443190461681,8621.368497767484,448.5806696772445,252.14546826910407,196.43520140814041,145.04074107919928,0.47585544973490584,0.8272489116440422,252.14546826910407,28.37549536015816,15.900062055261037,0.47585544973490584,0.5620961519597438,0.8272489116440422
Riverside,2023,390.0,1.0,620.0,1,13377.404351573776,13377.404351573776,19070.071976356696,10124.523183911806,8945.54879244489,434.5056623566668,230.68411370052323,203.82154865614356,142.9068016085791,0.46885433598615184,0.7568376433744198,230.68411370052317,25.960315856184117,16.329876103083556,0.46885433598615184,0.5309116397916228,0.7568376433744198
Riverside,2024,362.0,1.0,589.0,1,12576.339818686301,12576.339818686301,16871.34646492402,9108.655191107413,7762.691273816607,408.8937223903675,220.75724274915055,188.13647964121694,132.10168786982248,0.4334044877618847,0.7242691691245096,220.75724274915052,25.16203091466136,15.464609832100871,0.4334044877618847,0.5398890485738379,0.7242691691245096
San Joaquin,2019,375.0,1.0,609.0,1,12017.140958381071,12017.140958381071,17033.299136162197,9843.5540727728,7189.745063389397,432.02868258621646,249.6696420364988,182.35904054971766,155.6134447463768,0.5105427977243333,0.8191261221669907,249.66964203649877,26.249477527394134,16.16347138386338,0.5105427977243333,0.5779006165561106,0.8191261221669907
San Joaquin,2020,375.0,1.0,613.0,1,12017.140958381071,12017.140958381071,17632.681875612376,10099.70237502287,7532.979500589507,447.2312885652204,256.16652867502734,191.06475989019305,157.37725713012478,0.5163295837602518,0.840441367044053,256.1665286750274,26.93253966672765,16.475860318144974,0.5163295837602518,0.5727831107184942,0.840441367044053
San Joaquin,2021,375.0,1.0,633.0,1,12017.140958381071,12017.140958381071,17290.87471438442,9801.989242614462,7488.885471769958,438.56177032430946,248.61540124194224,189.94636908236723,148.52705004468277,0.4872934712752059,0.8156673269092592,248.61540124194224,26.13863798030523,15.484975106815895,0.4872934712752059,0.5668879917601917,0.8156673269092592
San Joaquin,2022,375.0,1.0,491.0,1,12017.140958381071,12017.140958381071,15795.908475147487,8046.3984948503075,7749.50998029718,400.6437903906861,204.0870012030529,196.5567891876332,151.66322718539865,0.49758276635629484,0.6695767756005672,204.0870012030529,21.45706265293415,16.38777697525521,0.49758276635629484,0.5093976397438691,0.6695767756005672
San Joaquin,2023,375.0,1.0,373.0,1,12017.140958381071,12017.140958381071,11845.519829901012,5627.085061466699,6218.434768434313,300.4470411604652,142.72409158510112,157.72294957536405,155.118176,0.5089179002624672,0.46825489365190653,142.72409158510112,15.005560163911197,15.086018931546109,0.5089179002624672,0.4750390985174453,0.46825489365190653
San Joaquin,2024,373.0,1.0,311.0,1,11960.206371525619,11960.206371525619,12040.413787974197,5110.6733950614425,6929.740392912755,306.84404671408765,130.2430077229534,176.60103899113426,155.19566299559472,0.5091721226889591,0.42730645578396786,130.24300772295342,13.701537252175449,16.433033424634864,0.5091721226889591,0.42445994673089343,0.42730645578396786
Stanislaus,2019,194.0,1.0,385.0,1,3941.117947838404,3941.117947838404,5649.408507538622,3583.605420233828,2065.8030873047937,436.9165642561419,277.1505310279685,159.7660332281734,136.78553780068728,0.4487714494773205,0.9092865191206314,277.15053102796844,18.47219288780324,9.308066026581372,0.4487714494773205,0.6343328536875732,0.9092865191206314
Stanislaus,2020,194.0,1.0,361.0,1,3941.117947838404,3941.117947838404,5924.681914703087,3575.6732903263865,2349.008624376701,458.2057861505914,276.53707230184375,181.66871384874764,141.40113281249998,0.4639144777312992,0.9072738592580174,276.5370723018437,18.431305620239105,9.904912161568937,0.4639144777312992,0.6035215631497036,0.9072738592580174
Stanislaus,2021,194.0,1.0,364.0,1,3941.117947838404,3941.117947838404,5657.201909063811,3256.6679547757067,2400.5339542881047,437.5192939425702,251.8656903328832,185.653603609687,139.75733333333335,0.4585214348206474,0.8263310050291442,251.8656903328832,16.786948220493333,8.946889985647546,0.4585214348206474,0.5756676192797652,0.8263310050291442
Stanislaus,2022,194.0,1.0,333.0,1,3941.117947838404,3941.117947838404,5531.815811630777,3164.611791585784,2367.204020044993,427.8221260314829,244.7462082692525,183.07591776223043,139.60202491408936,0.45801189276276033,0.8029731242429544,244.74620826925252,16.31243191539064,9.503338713470823,0.45801189276276033,0.5720746856632701,0.8029731242429544
Stanislaus,2023,194.0,1.0,238.0,1,3941.117947838404,3941.117947838404,3956.473814902068,1972.7608734502896,1983.7129414517785,305.9875991388616,152.57029152285165,153.41730761600994,149.00819094922738,0.4888720175499585,0.5005586992219544,152.5702915228517,10.168870481702523,8.288911232984411,0.4888720175499585,0.4986159306855213,0.5005586992219544
Stanislaus,2024,194.0,1.0,223.0,1,3941.117947838404,3941.117947838404,4107.9431902529195,2036.2355547707057,2071.707635482214,317.7020076437533,157.4793257417017,160.2226819020516,163.55723809523806,0.5366051118610173,0.5166644545331422,157.47932574170176,10.496059560673741,9.131101142469532,0.5366051118610173,0.4956825010633455,0.5166644545331422
Tulare,2019,117.0,1.0,237.0,1,4732.229598658098,4732.229598658098,7088.097767060942,4352.663214593386,2735.4345524675555,456.54002079966835,280.35236248559653,176.18765831407183,139.7783956521739,0.458590536916581,0.9197912155039256,280.35236248559653,37.20224969737937,18.365667572123993,0.458590536916581,0.6140805837668637,0.9197912155039256
Tulare,2020,117.0,1.0,205.0,1,4732.229598658098,4732.229598658098,6516.506427105081,3817.3270193111744,2699.179407793906,419.72417389571655,245.8716871674996,173.85248672821695,141.8208846153846,0.4652916161922067,0.8066656403133188,245.87168716749957,32.62672666077927,18.62110741127402,0.4652916161922067,0.5857934864351848,0.8066656403133188
Tulare,2021,117.0,1.0,179.0,1,4732.229598658098,4732.229598658098,6169.604408841351,3588.2267254539083,2581.3776833874426,397.3804281068885,231.11547804622276,166.2649500606657,147.69434821428567,0.48456150988938873,0.7582528807290773,231.11547804622276,30.668604491059046,20.0459593600777,0.48456150988938873,0.5815975365149507,0.7582528807290773
Tulare,2022,117.0,1.0,194.0,1,4732.229598658098,4732.229598658098,6771.195750726039,3813.4313972953164,2957.764353430722,436.1285566969401,245.62077254772493,190.50778414921518,145.01398405797107,0.4757676642321884,0.8058424296185202,245.62077254772495,32.59343074611382,19.65686287265627,0.4757676642321884,0.5631843381409293,0.8058424296185202
Tulare,2023,117.0,1.0,167.0,1,4732.229598658098,4732.229598658098,6374.493875218942,3363.6896581286846,3010.804217090257,410.5772327102825,216.65318354129528,193.9240491689872,146.6099759450172,0.4810038580873266,0.7108044079438821,216.65318354129528,28.749484257510126,20.141854240291526,0.4810038580873266,0.5276794870264353,0.7108044079438821
Tulare,2024,117.0,1.0,127.0,1,4732.229598658098,4732.229598658098,5326.419810989066,2581.138373619092,2745.281437369974,343.07142638426416,166.24953626556706,176.8218901186971,151.4575019379845,0.49690781475716694,0.5454381111075034,166.24953626556703,22.06101174033412,20.323924201725134,0.49690781475716694,0.48459161410707485,0.5454381111075034
