cap_k,wy_type,n_cuttings,et_bin_idx,et_bin_label,et_bin_center,mean_saved_mm,mean_saved_acft,mean_n_late,count,is_model,cell_type
0,Above Normal,10,4,700–900,800,207.25872572392026,0.6799826959446202,3.0,0,True,extrapolated
0,Above Normal,10,5,900–1100,1000,450.5693,1.4782457349081364,3.0,10,False,observed
0,Above Normal,10,6,1100–1400,1250,622.2151624138293,2.041388328129361,3.0,1,True,sparse
0,Above Normal,10,7,1400–1700,1550,771.5468013931483,2.5313215268804075,3.0,0,True,extrapolated
0,Above Normal,10,8,1700–2100,1900,,,,0,True,infeasible
0,Above Normal,10,9,2100–2500,2300,,,,0,True,infeasible
0,Above Normal,11,0,0–150,75,,,,0,True,infeasible
0,Above Normal,11,1,150–300,225,,,,0,True,infeasible
0,Above Normal,11,2,300–500,400,,,,0,True,infeasible
0,Above Normal,11,3,500–700,600,,,,0,True,infeasible
0,Above Normal,11,4,700–900,800,204.1707252803726,0.6698514608936109,3.0,0,True,extrapolated
0,Above Normal,11,5,900–1100,1000,361.44725135540807,1.185850562189659,3.0,4,True,sparse
0,Above Normal,11,6,1100–1400,1250,632.6775318634247,2.0757136872159605,3.0,1,True,sparse
0,Above Normal,11,7,1400–1700,1550,784.5201395106467,2.5738849721477908,3.0,0,True,extrapolated
0,Above Normal,11,8,1700–2100,1900,,,,0,True,infeasible
0,Above Normal,11,9,2100–2500,2300,,,,0,True,infeasible
0,Above Normal,12,0,0–150,75,,,,0,True,infeasible
0,Above Normal,12,1,150–300,225,,,,0,True,infeasible
0,Above Normal,12,2,300–500,400,,,,0,True,infeasible
0,Above Normal,12,3,500–700,600,,,,0,True,infeasible
0,Above Normal,12,4,700–900,800,201.39160033151987,0.6607335968881886,3.0,0,True,extrapolated
0,Above Normal,12,5,900–1100,1000,356.537748805722,1.1697432703599804,3.0,0,True,extrapolated
0,Above Normal,12,6,1100–1400,1250,630.6133753163257,2.0689415200666854,3.0,0,True,extrapolated
0,Above Normal,12,7,1400–1700,1550,930.0,3.0511811023622046,3.0,0,True,extrapolated
0,Above Normal,12,8,1700–2100,1900,,,,0,True,infeasible
0,Above Normal,12,9,2100–2500,2300,,,,0,True,infeasible
0,Above Normal,13,0,0–150,75,,,,0,True,infeasible
0,Above Normal,13,1,150–300,225,,,,0,True,infeasible
0,Above Normal,13,2,300–500,400,,,,0,True,infeasible
0,Above Normal,13,3,500–700,600,,,,0,True,infeasible
0,Above Normal,13,4,700–900,800,,,,0,True,infeasible
0,Above Normal,13,5,900–1100,1000,,,,0,True,infeasible
0,Above Normal,13,6,1100–1400,1250,622.7388136134339,2.0431063438760955,4.0,0,True,extrapolated
0,Above Normal,13,7,1400–1700,1550,930.0,3.0511811023622046,4.0,0,True,extrapolated
0,Above Normal,13,8,1700–2100,1900,1140.0,3.7401574803149606,4.0,0,True,extrapolated
0,Above Normal,13,9,2100–2500,2300,1380.0,4.52755905511811,4.0,0,True,extrapolated
0,Above Normal,14,0,0–150,75,,,,0,True,infeasible
0,Above Normal,14,1,150–300,225,,,,0,True,infeasible
0,Above Normal,14,2,300–500,400,,,,0,True,infeasible
0,Above Normal,14,3,500–700,600,,,,0,True,infeasible
0,Above Normal,14,4,700–900,800,,,,0,True,infeasible
0,Above Normal,14,5,900–1100,1000,,,,0,True,infeasible
0,Above Normal,14,6,1100–1400,1250,615.5356615396076,2.01947395518244,4.0,0,True,extrapolated
0,Above Normal,14,7,1400–1700,1550,930.0,3.0511811023622046,4.0,0,True,extrapolated
0,Above Normal,14,8,1700–2100,1900,1140.0,3.7401574803149606,4.0,0,True,extrapolated
0,Above Normal,14,9,2100–2500,2300,1380.0,4.52755905511811,4.0,0,True,extrapolated
0,Wet,1,0,0–150,75,,,,1,True,infeasible
0,Wet,1,1,150–300,225,,,,0,True,infeasible
0,Wet,1,2,300–500,400,,,,0,True,infeasible
0,Wet,1,3,500–700,600,,,,0,True,infeasible
0,Wet,1,4,700–900,800,,,,0,True,infeasible
0,Wet,1,5,900–1100,1000,,,,0,True,infeasible
0,Wet,1,6,1100–1400,1250,,,,0,True,infeasible
0,Wet,1,7,1400–1700,1550,,,,0,True,infeasible
0,Wet,1,8,1700–2100,1900,,,,0,True,infeasible
0,Wet,1,9,2100–2500,2300,,,,0,True,infeasible
0,Wet,2,0,0–150,75,,,,8,True,infeasible
0,Wet,2,1,150–300,225,,,,10,True,infeasible
0,Wet,2,2,300–500,400,,,,3,True,infeasible
0,Wet,2,3,500–700,600,,,,0,True,infeasible
0,Wet,2,4,700–900,800,,,,0,True,infeasible
0,Wet,2,5,900–1100,1000,,,,0,True,infeasible
0,Wet,2,6,1100–1400,1250,,,,0,True,infeasible
0,Wet,2,7,1400–1700,1550,,,,0,True,infeasible
0,Wet,2,8,1700–2100,1900,,,,0,True,infeasible
0,Wet,2,9,2100–2500,2300,,,,0,True,infeasible
0,Wet,3,0,0–150,75,,,,4,True,infeasible
0,Wet,3,1,150–300,225,,,,24,True,infeasible
0,Wet,3,2,300–500,400,,,,13,True,infeasible
0,Wet,3,3,500–700,600,,,,6,True,infeasible
0,Wet,3,4,700–900,800,,,,4,True,infeasible
0,Wet,3,5,900–1100,1000,,,,0,True,infeasible
0,Wet,3,6,1100–1400,1250,,,,0,True,infeasible
0,Wet,3,7,1400–1700,1550,,,,0,True,infeasible
0,Wet,3,8,1700–2100,1900,,,,0,True,infeasible
0,Wet,3,9,2100–2500,2300,,,,0,True,infeasible
0,Wet,4,0,0–150,75,,,,6,True,infeasible
0,Wet,4,1,150–300,225,,,,17,True,infeasible
0,Wet,4,2,300–500,400,,,,46,True,infeasible
0,Wet,4,3,500–700,600,,,,29,True,infeasible
0,Wet,4,4,700–900,800,,,,18,True,infeasible
0,Wet,4,5,900–1100,1000,,,,6,True,infeasible
0,Wet,4,6,1100–1400,1250,,,,0,True,infeasible
0,Wet,4,7,1400–1700,1550,,,,0,True,infeasible
0,Wet,4,8,1700–2100,1900,,,,0,True,infeasible
0,Wet,4,9,2100–2500,2300,,,,0,True,infeasible
0,Wet,5,0,0–150,75,,,,2,True,infeasible
0,Wet,5,1,150–300,225,31.71781818181819,0.10406108327368171,0.0,11,False,observed
0,Wet,5,2,300–500,400,95.15895312500001,0.31220128978018374,1.0,64,False,observed
0,Wet,5,3,500–700,600,284.5772795698925,0.9336524920272062,2.0,93,False,observed
0,Wet,5,4,700–900,800,418.19254838709685,1.3720227965455933,2.0,93,False,observed
0,Wet,5,5,900–1100,1000,491.23253333333344,1.6116552930883643,2.0,15,False,observed
0,Wet,5,6,1100–1400,1250,587.6238571428572,1.9278997937757782,2.0,7,False,observed
0,Wet,5,7,1400–1700,1550,,,,0,True,infeasible
0,Wet,5,8,1700–2100,1900,,,,0,True,infeasible
0,Wet,5,9,2100–2500,2300,,,,0,True,infeasible
0,Wet,6,0,0–150,75,,,,0,True,infeasible
0,Wet,6,1,150–300,225,,,,2,True,infeasible
0,Wet,6,2,300–500,400,109.44551428571428,0.3590732095988001,1.0,35,False,observed
0,Wet,6,3,500–700,600,274.4233103448276,0.9003389447008779,2.0,116,False,observed
0,Wet,6,4,700–900,800,392.1336578947368,1.2865277489984803,2.0,304,False,observed
0,Wet,6,5,900–1100,1000,442.1223455882353,1.4505326298826617,2.0,136,False,observed
0,Wet,6,6,1100–1400,1250,497.72983333333343,1.632971894138233,2.0,30,False,observed
0,Wet,6,7,1400–1700,1550,,,,0,True,infeasible
0,Wet,6,8,1700–2100,1900,,,,0,True,infeasible
0,Wet,6,9,2100–2500,2300,,,,0,True,infeasible
0,Wet,7,0,0–150,75,,,,0,True,infeasible
0,Wet,7,1,150–300,225,,,,2,True,infeasible
0,Wet,7,2,300–500,400,103.9713,0.34111318897637793,1.0,10,False,observed
0,Wet,7,3,500–700,600,277.62283749999995,0.9108360810367452,2.0,80,False,observed
0,Wet,7,4,700–900,800,389.75188888888886,1.2787135462233885,2.0,360,False,observed
0,Wet,7,5,900–1100,1000,435.6609328358209,1.429333769146394,2.0,402,False,observed
0,Wet,7,6,1100–1400,1250,456.0233899371069,1.4961397307647863,2.0,159,False,observed
0,Wet,7,7,1400–1700,1550,582.6060000000001,1.911437007874016,3.0,5,False,observed
0,Wet,7,8,1700–2100,1900,,,,0,True,infeasible
0,Wet,7,9,2100–2500,2300,,,,0,True,infeasible
0,Wet,8,0,0–150,75,,,,0,True,infeasible
0,Wet,8,1,150–300,225,,,,0,True,infeasible
0,Wet,8,2,300–500,400,,,,2,True,infeasible
0,Wet,8,3,500–700,600,264.24804166666667,0.86695551727909,2.0,24,False,observed
0,Wet,8,4,700–900,800,366.3954130434783,1.2020846884628553,3.0,230,False,observed
0,Wet,8,5,900–1100,1000,425.26447887323945,1.3952246682192895,3.0,426,False,observed
0,Wet,8,6,1100–1400,1250,471.79365423728825,1.5478794430357226,3.0,295,False,observed
0,Wet,8,7,1400–1700,1550,550.4138,1.8058195538057744,3.0,5,False,observed
0,Wet,8,8,1700–2100,1900,,,,0,True,infeasible
0,Wet,8,9,2100–2500,2300,,,,0,True,infeasible
0,Wet,9,0,0–150,75,,,,0,True,infeasible
0,Wet,9,1,150–300,225,,,,0,True,infeasible
0,Wet,9,2,300–500,400,,,,1,True,infeasible
0,Wet,9,3,500–700,600,,,,3,True,infeasible
0,Wet,9,4,700–900,800,371.33254,1.2182826115485563,3.0,50,False,observed
0,Wet,9,5,900–1100,1000,428.45459659090915,1.4056909336972085,3.0,176,False,observed
0,Wet,9,6,1100–1400,1250,471.6026,1.547252624671916,3.0,140,False,observed
0,Wet,9,7,1400–1700,1550,801.0246937854804,2.6280337722620746,3.0,3,True,sparse
0,Wet,9,8,1700–2100,1900,,,,0,True,infeasible
0,Wet,9,9,2100–2500,2300,,,,0,True,infeasible
0,Wet,10,0,0–150,75,,,,0,True,infeasible
0,Wet,10,1,150–300,225,,,,0,True,infeasible
0,Wet,10,2,300–500,400,,,,3,True,infeasible
0,Wet,10,3,500–700,600,,,,0,True,infeasible
0,Wet,10,4,700–900,800,334.82958333333335,1.098522255030621,3.0,12,False,observed
0,Wet,10,5,900–1100,1000,432.3531714285714,1.418481533558305,3.0,35,False,observed
0,Wet,10,6,1100–1400,1250,478.28587096774186,1.5691793666920664,3.0,31,False,observed
0,Wet,10,7,1400–1700,1550,771.5468013931483,2.5313215268804075,3.0,4,True,sparse
0,Wet,10,8,1700–2100,1900,,,,0,True,infeasible
0,Wet,10,9,2100–2500,2300,,,,0,True,infeasible
0,Wet,11,0,0–150,75,,,,0,True,infeasible
0,Wet,11,1,150–300,225,,,,0,True,infeasible
0,Wet,11,2,300–500,400,,,,0,True,infeasible
0,Wet,11,3,500–700,600,,,,0,True,infeasible
0,Wet,11,4,700–900,800,225.09976506806706,0.7385162895933959,3.0,0,True,extrapolated
0,Wet,11,5,900–1100,1000,388.487625,1.2745656988188976,3.0,8,False,observed
0,Wet,11,6,1100–1400,1250,425.3727,1.3955797244094488,3.0,10,False,observed
0,Wet,11,7,1400–1700,1550,784.5201395106467,2.5738849721477908,3.0,0,True,extrapolated
0,Wet,11,8,1700–2100,1900,,,,0,True,infeasible
0,Wet,11,9,2100–2500,2300,,,,0,True,infeasible
0,Wet,12,0,0–150,75,,,,0,True,infeasible
0,Wet,12,1,150–300,225,,,,0,True,infeasible
0,Wet,12,2,300–500,400,,,,0,True,infeasible
0,Wet,12,3,500–700,600,,,,0,True,infeasible
0,Wet,12,4,700–900,800,222.03714735215394,0.7284683312078541,3.0,0,True,extrapolated
0,Wet,12,5,900–1100,1000,393.0094323762315,1.2894010248564025,3.0,0,True,extrapolated
0,Wet,12,6,1100–1400,1250,695.0429446146312,2.2803246214390787,3.0,1,True,sparse
0,Wet,12,7,1400–1700,1550,930.0,3.0511811023622046,3.0,0,True,extrapolated
0,Wet,12,8,1700–2100,1900,,,,0,True,infeasible
0,Wet,12,9,2100–2500,2300,,,,0,True,infeasible
0,Wet,13,0,0–150,75,,,,0,True,infeasible
0,Wet,13,1,150–300,225,,,,0,True,infeasible
0,Wet,13,2,300–500,400,,,,0,True,infeasible
0,Wet,13,3,500–700,600,,,,0,True,infeasible
0,Wet,13,4,700–900,800,,,,0,True,infeasible
0,Wet,13,5,900–1100,1000,,,,0,True,infeasible
0,Wet,13,6,1100–1400,1250,686.3651152186254,2.2518540525545454,4.0,0,True,extrapolated
0,Wet,13,7,1400–1700,1550,930.0,3.0511811023622046,4.0,0,True,extrapolated
0,Wet,13,8,1700–2100,1900,1140.0,3.7401574803149606,4.0,0,True,extrapolated
0,Wet,13,9,2100–2500,2300,1380.0,4.52755905511811,4.0,0,True,extrapolated
0,Wet,14,0,0–150,75,,,,0,True,infeasible
0,Wet,14,1,150–300,225,,,,0,True,infeasible
0,Wet,14,2,300–500,400,,,,0,True,infeasible
0,Wet,14,3,500–700,600,,,,0,True,infeasible
0,Wet,14,4,700–900,800,,,,0,True,infeasible
0,Wet,14,5,900–1100,1000,,,,0,True,infeasible
0,Wet,14,6,1100–1400,1250,678.4271845542186,2.225810972946911,5.0,0,True,extrapolated
0,Wet,14,7,1400–1700,1550,930.0,3.0511811023622046,5.0,0,True,extrapolated
0,Wet,14,8,1700–2100,1900,1140.0,3.7401574803149606,5.0,0,True,extrapolated
0,Wet,14,9,2100–2500,2300,1380.0,4.52755905511811,5.0,0,True,extrapolated
1,Critical,1,0,0–150,75,,,,1,True,infeasible
1,Critical,1,1,150–300,225,,,,0,True,infeasible
1,Critical,1,2,300–500,400,,,,0,True,infeasible
1,Critical,1,3,500–700,600,,,,0,True,infeasible
1,Critical,1,4,700–900,800,,,,0,True,infeasible
1,Critical,1,5,900–1100,1000,,,,0,True,infeasible
1,Critical,1,6,1100–1400,1250,,,,0,True,infeasible
1,Critical,1,7,1400–1700,1550,,,,0,True,infeasible
1,Critical,1,8,1700–2100,1900,,,,0,True,infeasible
1,Critical,1,9,2100–2500,2300,,,,0,True,infeasible
1,Critical,2,0,0–150,75,,,,1,True,infeasible
1,Critical,2,1,150–300,225,,,,0,True,infeasible
1,Critical,2,2,300–500,400,,,,0,True,infeasible
1,Critical,2,3,500–700,600,,,,0,True,infeasible
1,Critical,2,4,700–900,800,,,,0,True,infeasible
1,Critical,2,5,900–1100,1000,,,,0,True,infeasible
1,Critical,2,6,1100–1400,1250,,,,0,True,infeasible
1,Critical,2,7,1400–1700,1550,,,,0,True,infeasible
1,Critical,2,8,1700–2100,1900,,,,0,True,infeasible
1,Critical,2,9,2100–2500,2300,,,,0,True,infeasible
1,Critical,3,0,0–150,75,,,,1,True,infeasible
1,Critical,3,1,150–300,225,,,,1,True,infeasible
1,Critical,3,2,300–500,400,,,,5,True,infeasible
1,Critical,3,3,500–700,600,,,,3,True,infeasible
1,Critical,3,4,700–900,800,,,,4,True,infeasible
1,Critical,3,5,900–1100,1000,,,,0,True,infeasible
1,Critical,3,6,1100–1400,1250,,,,0,True,infeasible
1,Critical,3,7,1400–1700,1550,,,,0,True,infeasible
1,Critical,3,8,1700–2100,1900,,,,0,True,infeasible
1,Critical,3,9,2100–2500,2300,,,,0,True,infeasible
1,Critical,4,0,0–150,75,,,,0,True,infeasible
1,Critical,4,1,150–300,225,,,,2,True,infeasible
1,Critical,4,2,300–500,400,,,,3,True,infeasible
1,Critical,4,3,500–700,600,,,,13,True,infeasible
1,Critical,4,4,700–900,800,,,,19,True,infeasible
1,Critical,4,5,900–1100,1000,,,,4,True,infeasible
1,Critical,4,6,1100–1400,1250,,,,0,True,infeasible
1,Critical,4,7,1400–1700,1550,,,,0,True,infeasible
1,Critical,4,8,1700–2100,1900,,,,0,True,infeasible
1,Critical,4,9,2100–2500,2300,,,,0,True,infeasible
1,Critical,5,0,0–150,75,,,,0,True,infeasible
1,Critical,5,1,150–300,225,,,,0,True,infeasible
1,Critical,5,2,300–500,400,41.627,0.13657152230971129,1.0,10,False,observed
1,Critical,5,3,500–700,600,130.9418085106383,0.42959910928687106,2.0,47,False,observed
1,Critical,5,4,700–900,800,163.58752747252746,0.5367044864584234,2.0,91,False,observed
1,Critical,5,5,900–1100,1000,189.42772413793105,0.6214820345732646,2.0,29,False,observed
1,Critical,5,6,1100–1400,1250,142.7234285714286,0.4682527184101988,2.0,14,False,observed
1,Critical,5,7,1400–1700,1550,,,,0,True,infeasible
1,Critical,5,8,1700–2100,1900,,,,0,True,infeasible
1,Critical,5,9,2100–2500,2300,,,,0,True,infeasible
1,Critical,6,0,0–150,75,,,,0,True,infeasible
1,Critical,6,1,150–300,225,,,,0,True,infeasible
1,Critical,6,2,300–500,400,,,,2,True,infeasible
1,Critical,6,3,500–700,600,118.72284615384615,0.3895106501110438,2.0,52,False,observed
1,Critical,6,4,700–900,800,173.36371111111114,0.5687785797608633,2.0,225,False,observed
1,Critical,6,5,900–1100,1000,186.2347688172043,0.6110064593740299,2.0,186,False,observed
1,Critical,6,6,1100–1400,1250,159.7036551724138,0.5239621232690741,2.0,58,False,observed
1,Critical,6,7,1400–1700,1550,,,,2,True,infeasible
1,Critical,6,8,1700–2100,1900,,,,0,True,infeasible
1,Critical,6,9,2100–2500,2300,,,,0,True,infeasible
1,Critical,7,0,0–150,75,,,,0,True,infeasible
1,Critical,7,1,150–300,225,,,,0,True,infeasible
1,Critical,7,2,300–500,400,,,,1,True,infeasible
1,Critical,7,3,500–700,600,129.11092105263157,0.4235922606713634,2.0,38,False,observed
1,Critical,7,4,700–900,800,180.01033027522936,0.5905850730814611,2.0,327,False,observed
1,Critical,7,5,900–1100,1000,216.91151552795034,0.7116519538318581,2.0,483,False,observed
1,Critical,7,6,1100–1400,1250,227.24238793103447,0.7455458921621866,2.0,232,False,observed
1,Critical,7,7,1400–1700,1550,289.7165714285714,0.9505136857892762,3.0,7,False,observed
1,Critical,7,8,1700–2100,1900,,,,0,True,infeasible
1,Critical,7,9,2100–2500,2300,,,,0,True,infeasible
1,Critical,8,0,0–150,75,,,,0,True,infeasible
1,Critical,8,1,150–300,225,,,,0,True,infeasible
1,Critical,8,2,300–500,400,,,,2,True,infeasible
1,Critical,8,3,500–700,600,86.51759999999999,0.28385039370078735,2.0,10,False,observed
1,Critical,8,4,700–900,800,185.63038857142854,0.6090235845519308,3.0,175,False,observed
1,Critical,8,5,900–1100,1000,224.38160268714012,0.7361601138029531,3.0,521,False,observed
1,Critical,8,6,1100–1400,1250,252.0698424068768,0.8270007952981522,3.0,349,False,observed
1,Critical,8,7,1400–1700,1550,265.23176666666666,0.8701829615048119,2.0,30,False,observed
1,Critical,8,8,1700–2100,1900,,,,0,True,infeasible
1,Critical,8,9,2100–2500,2300,,,,0,True,infeasible
1,Critical,9,0,0–150,75,,,,0,True,infeasible
1,Critical,9,1,150–300,225,,,,0,True,infeasible
1,Critical,9,2,300–500,400,,,,0,True,infeasible
1,Critical,9,3,500–700,600,,,,4,True,infeasible
1,Critical,9,4,700–900,800,167.22228888888887,0.5486295567220764,3.0,45,False,observed
1,Critical,9,5,900–1100,1000,234.82724899598395,0.7704306069422046,3.0,249,False,observed
1,Critical,9,6,1100–1400,1250,248.76893975903616,0.8161710622015622,3.0,166,False,observed
1,Critical,9,7,1400–1700,1550,281.0473888888889,0.9220714858559347,3.0,18,False,observed
1,Critical,9,8,1700–2100,1900,,,,0,True,infeasible
1,Critical,9,9,2100–2500,2300,,,,0,True,infeasible
1,Critical,10,0,0–150,75,,,,0,True,infeasible
1,Critical,10,1,150–300,225,,,,0,True,infeasible
1,Critical,10,2,300–500,400,,,,0,True,infeasible
1,Critical,10,3,500–700,600,,,,0,True,infeasible
1,Critical,10,4,700–900,800,192.57611111111112,0.6318113881598133,3.0,9,False,observed
1,Critical,10,5,900–1100,1000,256.77029411764704,0.8424222247954299,3.0,68,False,observed
1,Critical,10,6,1100–1400,1250,264.5844117647059,0.8680590937162267,3.0,51,False,observed
1,Critical,10,7,1400–1700,1550,723.4534437799065,2.3735349205377507,3.0,4,True,sparse
1,Critical,10,8,1700–2100,1900,,,,0,True,infeasible
1,Critical,10,9,2100–2500,2300,,,,0,True,infeasible
1,Critical,11,0,0–150,75,,,,0,True,infeasible
1,Critical,11,1,150–300,225,,,,0,True,infeasible
1,Critical,11,2,300–500,400,,,,0,True,infeasible
1,Critical,11,3,500–700,600,,,,1,True,infeasible
1,Critical,11,4,700–900,800,127.89303044383291,0.41959655657425493,3.0,2,True,sparse
1,Critical,11,5,900–1100,1000,256.97860000000003,0.8431056430446194,3.0,5,False,observed
1,Critical,11,6,1100–1400,1250,255.44999999999996,0.8380905511811022,4.0,6,False,observed
1,Critical,11,7,1400–1700,1550,775.1155511833946,2.5430300235675674,3.0,2,True,sparse
1,Critical,11,8,1700–2100,1900,,,,0,True,infeasible
1,Critical,11,9,2100–2500,2300,,,,0,True,infeasible
1,Critical,12,0,0–150,75,,,,0,True,infeasible
1,Critical,12,1,150–300,225,,,,0,True,infeasible
1,Critical,12,2,300–500,400,,,,0,True,infeasible
1,Critical,12,3,500–700,600,,,,0,True,infeasible
1,Critical,12,4,700–900,800,136.2589004477351,0.4470436366395508,3.0,1,True,sparse
1,Critical,12,5,900–1100,1000,250.53346344332587,0.8219601819006754,3.0,0,True,extrapolated
1,Critical,12,6,1100–1400,1250,459.9470353136501,1.509012583050033,3.0,1,True,sparse
1,Critical,12,7,1400–1700,1550,825.4897396623951,2.708299670808383,3.0,0,True,extrapolated
1,Critical,12,8,1700–2100,1900,,,,0,True,infeasible
1,Critical,12,9,2100–2500,2300,,,,0,True,infeasible
1,Critical,13,0,0–150,75,,,,0,True,infeasible
1,Critical,13,1,150–300,225,,,,0,True,infeasible
1,Critical,13,2,300–500,400,,,,0,True,infeasible
1,Critical,13,3,500–700,600,,,,0,True,infeasible
1,Critical,13,4,700–900,800,,,,0,True,infeasible
1,Critical,13,5,900–1100,1000,,,,0,True,infeasible
1,Critical,13,6,1100–1400,1250,487.3990213428917,1.5990781540121117,4.0,0,True,extrapolated
1,Critical,13,7,1400–1700,1550,874.711847731894,2.869789526679442,4.0,0,True,extrapolated
1,Critical,13,8,1700–2100,1900,1140.0,3.7401574803149606,4.0,0,True,extrapolated
1,Critical,13,9,2100–2500,2300,1380.0,4.52755905511811,4.0,0,True,extrapolated
1,Critical,14,0,0–150,75,,,,0,True,infeasible
1,Critical,14,1,150–300,225,,,,0,True,infeasible
1,Critical,14,2,300–500,400,,,,0,True,infeasible
1,Critical,14,3,500–700,600,,,,0,True,infeasible
1,Critical,14,4,700–900,800,,,,0,True,infeasible
1,Critical,14,5,900–1100,1000,,,,0,True,infeasible
1,Critical,14,6,1100–1400,1250,514.2710617513789,1.6872410162446811,5.0,0,True,extrapolated
1,Critical,14,7,1400–1700,1550,922.8940985761706,3.0278677774808744,5.0,0,True,extrapolated
1,Critical,14,8,1700–2100,1900,1140.0,3.7401574803149606,5.0,0,True,extrapolated
1,Critical,14,9,2100–2500,2300,1380.0,4.52755905511811,5.0,0,True,extrapolated
1,Dry,1,0,0–150,75,,,,0,True,infeasible
1,Dry,1,1,150–300,225,,,,0,True,infeasible
1,Dry,1,2,300–500,400,,,,0,True,infeasible
1,Dry,1,3,500–700,600,,,,0,True,infeasible
1,Dry,1,4,700–900,800,,,,0,True,infeasible
1,Dry,1,5,900–1100,1000,,,,0,True,infeasible
1,Dry,1,6,1100–1400,1250,,,,0,True,infeasible
1,Dry,1,7,1400–1700,1550,,,,0,True,infeasible
1,Dry,1,8,1700–2100,1900,,,,0,True,infeasible
1,Dry,1,9,2100–2500,2300,,,,0,True,infeasible
1,Dry,2,0,0–150,75,,,,0,True,infeasible
1,Dry,2,1,150–300,225,,,,0,True,infeasible
1,Dry,2,2,300–500,400,,,,0,True,infeasible
1,Dry,2,3,500–700,600,,,,0,True,infeasible
1,Dry,2,4,700–900,800,,,,0,True,infeasible
1,Dry,2,5,900–1100,1000,,,,0,True,infeasible
1,Dry,2,6,1100–1400,1250,,,,0,True,infeasible
1,Dry,2,7,1400–1700,1550,,,,0,True,infeasible
1,Dry,2,8,1700–2100,1900,,,,0,True,infeasible
1,Dry,2,9,2100–2500,2300,,,,0,True,infeasible
1,Dry,3,0,0–150,75,,,,0,True,infeasible
1,Dry,3,1,150–300,225,,,,0,True,infeasible
1,Dry,3,2,300–500,400,,,,0,True,infeasible
1,Dry,3,3,500–700,600,,,,1,True,infeasible
1,Dry,3,4,700–900,800,,,,1,True,infeasible
1,Dry,3,5,900–1100,1000,,,,0,True,infeasible
1,Dry,3,6,1100–1400,1250,,,,0,True,infeasible
1,Dry,3,7,1400–1700,1550,,,,0,True,infeasible
1,Dry,3,8,1700–2100,1900,,,,0,True,infeasible
1,Dry,3,9,2100–2500,2300,,,,0,True,infeasible
1,Dry,4,0,0–150,75,,,,0,True,infeasible
1,Dry,4,1,150–300,225,,,,0,True,infeasible
1,Dry,4,2,300–500,400,,,,1,True,infeasible
1,Dry,4,3,500–700,600,,,,2,True,infeasible
1,Dry,4,4,700–900,800,,,,10,True,infeasible
1,Dry,4,5,900–1100,1000,,,,0,True,infeasible
1,Dry,4,6,1100–1400,1250,,,,0,True,infeasible
1,Dry,4,7,1400–1700,1550,,,,0,True,infeasible
1,Dry,4,8,1700–2100,1900,,,,0,True,infeasible
1,Dry,4,9,2100–2500,2300,,,,0,True,infeasible
1,Dry,5,0,0–150,75,,,,0,True,infeasible
1,Dry,5,1,150–300,225,,,,0,True,infeasible
1,Dry,5,2,300–500,400,10.49258035355296,0.03442447622556745,2.0,1,True,sparse
1,Dry,5,3,500–700,600,68.35614285714286,0.22426556055493063,1.0,14,False,observed
1,Dry,5,4,700–900,800,175.04920588235296,0.5743084182491895,2.0,34,False,observed
1,Dry,5,5,900–1100,1000,210.1437272727273,0.6894479241231211,2.0,11,False,observed
1,Dry,5,6,1100–1400,1250,,,,1,True,infeasible
1,Dry,5,7,1400–1700,1550,,,,0,True,infeasible
1,Dry,5,8,1700–2100,1900,,,,0,True,infeasible
1,Dry,5,9,2100–2500,2300,,,,0,True,infeasible
1,Dry,6,0,0–150,75,,,,0,True,infeasible
1,Dry,6,1,150–300,225,,,,0,True,infeasible
1,Dry,6,2,300–500,400,,,,0,True,infeasible
